time_step,base_lin_vel_x,base_lin_vel_y,base_lin_vel_z,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,projected_gravity_x,projected_gravity_y,projected_gravity_z,velocity_command_x,velocity_command_y,velocity_command_yaw,joint_pos_base_lf1,joint_pos_lf1_lf2,joint_pos_lf2_lf3,joint_pos_base_rf1,joint_pos_rf1_rf2,joint_pos_rf2_rf3,joint_pos_base_lb1,joint_pos_lb1_lb2,joint_pos_lb2_lb3,joint_pos_base_rb1,joint_pos_rb1_rb2,joint_pos_rb2_rb3,joint_vel_base_lf1,joint_vel_lf1_lf2,joint_vel_lf2_lf3,joint_vel_base_rf1,joint_vel_rf1_rf2,joint_vel_rf2_rf3,joint_vel_base_lb1,joint_vel_lb1_lb2,joint_vel_lb2_lb3,joint_vel_base_rb1,joint_vel_rb1_rb2,joint_vel_rb2_rb3,joint_effort_base_lf1,joint_effort_lf1_lf2,joint_effort_lf2_lf3,joint_effort_base_rf1,joint_effort_rf1_rf2,joint_effort_rf2_rf3,joint_effort_base_lb1,joint_effort_lb1_lb2,joint_effort_lb2_lb3,joint_effort_base_rb1,joint_effort_rb1_rb2,joint_effort_rb2_rb3,prev_action_base_lf1,prev_action_lf1_lf2,prev_action_lf2_lf3,prev_action_base_rf1,prev_action_rf1_rf2,prev_action_rf2_rf3,prev_action_base_lb1,prev_action_lb1_lb2,prev_action_lb2_lb3,prev_action_base_rb1,prev_action_rb1_rb2,prev_action_rb2_rb3
30.000000,-0.004199,0.012993,0.068416,1.533241,-0.751835,-0.277303,-0.097872,0.223992,-0.996489,0.150000,0.000000,0.000000,0.192486,0.252464,-0.355835,0.274387,-0.222413,0.374784,0.583491,-0.156408,-0.193541,-0.473381,-0.573619,0.436286,-1.591588,-2.599403,0.012387,-2.953299,2.493848,-2.057014,-3.292825,2.191871,1.940027,1.884791,0.198972,-3.184814,-0.613198,-0.723174,0.602633,-0.789027,0.674098,-0.642355,-0.663248,0.750634,0.622732,0.664855,0.720728,-0.635953,0.231771,0.132122,-0.021286,0.082093,-0.905057,0.529096,0.722648,-0.153620,-0.492855,-0.271793,1.069034,-0.196974
31.000000,0.030613,0.012482,-0.009576,3.142507,-1.529407,-1.309600,-0.230275,0.298966,-0.987335,0.150000,0.000000,0.000000,0.160648,0.176631,-0.361608,0.213649,-0.163620,0.232172,0.485404,-0.212826,-0.137016,-0.432179,-0.488851,0.390005,-3.578361,-2.256999,3.204616,-4.179597,3.091870,-5.195927,-4.653094,-0.304193,0.104791,5.885953,3.686456,-4.600269,0.798641,0.634716,0.751630,0.148237,-0.152417,0.719888,-0.619957,-0.788433,-0.189321,0.626203,0.682137,-0.437479,-0.046805,0.049371,-0.025570,0.009617,-0.280301,0.468709,0.507665,0.272354,-0.151756,-0.217968,0.735946,0.049563
32.000000,-0.070013,-0.089391,-0.072542,2.313791,-1.278221,-1.557649,-0.237583,0.197128,-0.949031,0.150000,0.000000,0.000000,0.106539,0.100298,-0.260865,0.094646,-0.146204,0.170420,0.398608,-0.151921,-0.119343,-0.296764,-0.377944,0.335633,-0.125175,-0.007885,6.472260,-5.332778,2.533215,-4.638914,-2.987025,-0.623637,0.679292,6.811403,6.896524,-3.061793,0.662445,0.615245,0.683901,-0.712321,0.726463,-0.767242,0.773615,-0.732357,-0.614820,0.759469,0.710324,0.693562,0.163429,-0.207524,0.058872,0.133450,-0.668719,0.575882,1.078690,0.128819,-0.338512,-0.383991,1.097834,-0.011989
33.000000,-0.117069,-0.032947,-0.080572,2.392618,-1.764484,-0.662879,-0.166568,0.060394,-0.921711,0.150000,0.000000,0.000000,0.060229,0.102801,-0.202488,0.010413,-0.123179,0.093269,0.295980,-0.227691,-0.107432,-0.183384,-0.212895,0.249983,1.098944,0.409855,3.147456,-1.569736,1.675355,-5.029039,-3.039288,0.141607,-2.038752,4.644948,10.728495,-3.107700,0.728787,-0.671414,-0.732600,-0.222133,0.626977,-0.209881,0.750302,0.671823,0.791290,-0.708201,0.632016,0.205125,0.037278,0.099851,-0.139224,0.053610,-0.400295,0.737804,0.579663,0.160704,-0.171796,-0.124767,0.940787,-0.097622
34.000000,0.048555,-0.041243,-0.256580,4.494287,-1.398336,-1.615774,-0.243456,0.136821,-0.974522,0.150000,0.000000,0.000000,0.214239,0.053506,-0.125349,0.011283,-0.030753,0.084497,0.258832,-0.151679,-0.178467,-0.021989,-0.081394,0.214394,4.508847,-3.981989,-0.046031,-0.966302,4.169994,-4.228035,2.435097,1.680709,-1.420216,2.556626,8.356515,-2.042663,0.658620,0.776256,-0.755811,0.696097,-0.681856,-0.626327,0.632379,-0.735301,-0.644631,-0.500028,-0.727466,0.685385,0.149394,0.108300,-0.123597,-0.086148,-0.054721,0.588990,-0.117525,-0.079661,0.093782,0.074757,0.655802,-0.043707
35.000000,0.071347,0.099021,0.012144,-1.051283,-1.807405,0.779975,-0.316647,0.156779,-0.896678,0.150000,0.000000,0.000000,0.284399,0.087146,-0.109168,0.063612,-0.001158,0.044490,0.361169,-0.205176,-0.117271,-0.063216,-0.029347,0.284030,7.045434,-2.147206,-0.815146,0.956373,0.902106,-2.964344,3.462603,0.514441,-0.828597,0.961528,2.165492,0.674211,-0.726151,-0.624084,0.689837,-0.722909,-0.201441,0.713689,0.752906,0.749552,0.774027,-0.641244,-0.784225,0.658986,0.236629,0.044745,-0.047286,-0.053423,-0.022899,0.353742,0.071507,-0.270353,0.197311,0.130576,0.638464,-0.026314
36.000000,0.204886,0.053606,0.037608,0.020278,-0.742507,0.554950,-0.264245,0.225718,-0.852815,0.150000,0.000000,0.000000,0.295511,0.005232,-0.136131,0.028280,0.042874,-0.009932,0.393380,-0.239740,-0.153011,-0.000983,0.030746,0.328724,4.144203,1.841802,3.597046,0.454364,-0.030896,0.860158,2.813661,1.862921,3.018518,-0.457518,-1.265927,3.266022,-0.683728,0.679277,0.738453,-0.772815,-0.633011,0.725420,-0.756898,0.662846,0.731273,-0.257737,-0.616480,-0.618410,0.148534,0.259623,0.098965,-0.020737,-0.433532,0.589215,0.114079,-0.262118,0.296164,0.008526,0.967877,-0.349269
37.000000,0.120071,-0.125959,0.116673,0.451218,1.527849,0.752167,-0.284904,0.082114,-0.880703,0.150000,0.000000,0.000000,0.345412,0.039157,-0.084516,-0.050241,0.003193,0.013317,0.457616,-0.198033,-0.053849,-0.086511,0.009953,0.327249,-1.573525,-0.169049,4.765684,-2.630043,-4.477124,2.965227,0.291356,3.270661,3.809267,0.567346,0.735272,-0.656953,-0.673786,0.727783,-0.658565,0.705028,-0.746718,-0.278161,-0.764416,0.698005,0.622610,0.744217,0.135081,-0.665181,0.059653,0.144553,0.274344,-0.193118,-0.120425,0.420931,0.066585,-0.148938,0.095026,0.002528,0.595191,-0.152185
38.000000,0.194651,-0.050961,-0.037772,2.961346,2.152883,-0.293986,-0.175395,0.059532,-1.010036,0.150000,0.000000,0.000000,0.353779,0.093043,-0.009769,-0.047007,-0.056099,-0.041191,0.385864,-0.127125,0.002722,-0.036589,0.013100,0.259903,-2.503878,0.411691,0.940000,1.951720,-4.040806,3.037027,-0.689374,1.239944,3.134275,-0.410202,-1.053578,-3.498701,-0.663945,-0.678963,-0.624000,0.047660,0.725593,0.696860,0.631921,-0.679438,-0.413961,0.737408,-0.609715,0.788272,-0.043086,-0.057631,0.221211,-0.159564,-0.055446,0.199697,0.151004,0.030219,-0.066017,-0.042812,0.427508,0.021249
39.000000,0.154944,-0.151899,-0.058151,3.646330,2.473408,-0.142800,-0.311180,0.038061,-0.987659,0.150000,0.000000,0.000000,0.293426,0.056246,0.007320,-0.032213,-0.085015,0.099491,0.399334,-0.114873,0.046911,0.044892,-0.082901,0.197736,-4.272894,-0.386138,-1.588889,-0.036056,-2.299117,0.518036,-1.898119,1.236349,0.412245,1.097819,-2.180520,-2.957276,-0.667231,-0.626662,0.162320,-0.736520,0.700533,-0.790557,-0.673254,0.022890,-0.616286,0.635518,0.749679,0.190145,-0.016381,-0.088176,-0.070887,-0.058841,-0.013229,0.193978,0.095580,0.049429,0.101897,-0.036900,0.438171,0.151309
40.000000,0.122112,-0.189171,-0.082575,2.167022,2.857761,-0.587990,-0.209793,0.084381,-1.074559,0.150000,0.000000,0.000000,0.143828,0.066077,-0.013567,-0.027147,-0.047367,0.053172,0.329605,-0.063870,0.098985,0.020918,-0.077929,0.254934,-3.207824,-2.496168,-2.596138,-2.257381,1.561927,0.787712,-2.564252,0.130162,-3.223062,2.653796,-0.945386,-2.102797,0.781002,-0.740743,0.155961,0.615314,0.614411,-0.707568,-0.784571,-0.110952,-0.679044,-0.651508,0.706360,-0.707896,-0.003346,0.088216,-0.017334,0.028771,0.027521,0.247643,0.058824,-0.023817,0.135303,-0.067050,0.377420,0.146469
41.000000,0.265985,0.041869,-0.023457,0.143901,2.763579,-0.183063,-0.131819,-0.066642,-1.010371,0.150000,0.000000,0.000000,0.156612,-0.015953,-0.003466,-0.089616,0.012164,0.012400,0.271041,-0.060280,0.000306,0.118850,-0.054521,0.202998,-3.828856,-0.272580,1.615129,-0.825281,0.383879,-4.183253,-2.243472,0.506551,-1.305870,-0.183370,1.997832,-4.202170,0.347233,0.160606,0.013071,0.743691,-0.418297,0.275687,0.722809,-0.269861,0.726445,-0.777353,0.732662,0.457488,-0.000792,0.182178,-0.092320,0.112254,0.068230,0.154488,0.069197,0.071118,0.155091,-0.107370,0.357084,0.290998
42.000000,0.221115,-0.030308,-0.121547,0.320138,3.246415,-0.019272,-0.119259,-0.101817,-1.038098,0.150000,0.000000,0.000000,0.077455,-0.012934,-0.066377,-0.062202,-0.023006,-0.019189,0.257749,-0.041301,0.022727,0.086536,-0.002896,0.165986,-2.376884,1.257630,0.122556,2.166600,0.062215,1.489674,-3.723380,2.129264,-1.060620,-2.365133,3.963306,1.315681,0.137980,0.141936,0.184070,0.125205,-0.763222,0.679968,0.326226,-0.085592,0.773621,0.425303,-0.353749,0.250688,0.041944,-0.098725,-0.180545,0.185266,0.242246,0.197838,0.041967,0.088521,0.090948,-0.153467,0.178781,0.069428
43.000000,0.132805,0.142449,0.163363,-0.650782,1.458196,-0.453177,0.067882,0.062711,-0.970368,0.150000,0.000000,0.000000,0.041443,0.002123,-0.012375,0.048802,0.035554,-0.022613,0.170835,0.029596,0.040490,0.023713,0.079612,0.082284,-0.454193,1.118368,-2.396566,0.774274,1.631691,2.904051,-1.477970,2.448178,2.644878,-2.615128,4.322208,-1.297785,-0.500398,0.081814,0.243706,0.661691,0.750172,0.655727,0.251482,-0.198410,0.324560,0.359136,0.753026,-0.765945,0.131780,-0.226017,-0.200389,0.124386,0.278706,0.245143,0.081887,0.199260,0.043659,-0.146004,0.108816,0.028936
44.000000,0.141765,0.035412,0.060159,-1.684878,1.286413,-0.793572,-0.053274,0.065926,-1.009562,0.150000,0.000000,0.000000,0.054561,-0.022923,-0.068184,0.086802,0.045217,0.084532,0.206248,0.006464,0.061848,-0.034017,0.059933,0.079359,-0.171453,2.354934,-1.250794,2.553634,0.629823,0.928973,-3.448125,3.312662,-0.105762,-1.813254,2.136970,0.776295,-0.061209,0.141728,-0.435974,0.651000,-0.150600,-0.698747,-0.633926,0.617250,-0.762996,-0.777521,-0.745371,0.707328,0.181286,-0.211449,-0.357047,0.095256,0.288434,0.082076,0.080484,0.451111,0.227266,-0.150424,0.020423,0.051722
45.000000,0.273795,0.160122,-0.038068,-1.294816,0.696466,-0.218952,-0.058409,-0.026468,-0.923848,0.150000,0.000000,0.000000,0.037183,0.036537,-0.040323,0.035353,0.036674,-0.002989,0.121855,0.027395,0.058518,-0.088183,0.079835,0.151661,-1.572771,2.599302,1.559584,2.451167,2.925808,-3.610525,-3.735397,2.556273,-1.372762,-3.266157,-2.528902,0.896888,0.696474,0.709187,0.052132,-0.721833,0.604467,-0.764870,-0.797888,0.090916,-0.653050,0.382835,-0.686390,0.780731,0.102480,0.052637,-0.041568,-0.121509,0.014619,-0.101527,0.028497,0.275841,0.020265,0.097927,0.102901,0.142257
46.000000,0.240502,0.168451,0.031830,0.024595,0.204961,0.466570,-0.020361,0.105418,-0.989099,0.150000,0.000000,0.000000,0.025996,0.039012,-0.027219,0.038873,0.040527,-0.029454,0.068952,0.099683,0.084623,-0.089881,0.073768,0.125863,-0.599346,1.806955,1.119934,0.356328,1.763058,-3.811150,-1.415496,-0.055449,1.486217,-3.024284,-2.786538,0.414777,0.044175,-0.086922,0.103784,-0.033526,0.678463,0.355820,-0.707538,-0.325494,0.791487,-0.738229,0.643902,-0.636032,0.026699,0.187434,-0.066946,-0.245350,-0.176527,-0.299686,0.133888,0.126777,0.096745,0.121306,0.031527,0.122261
47.000000,0.202582,0.114096,-0.001809,0.721957,1.049766,-1.097860,0.018941,0.096462,-0.984798,0.150000,0.000000,0.000000,-0.004024,0.072380,-0.027985,0.070667,0.120121,-0.026157,0.080479,0.100272,0.019097,-0.149143,0.071873,0.103122,-0.653306,0.645199,2.611030,-2.380768,1.556149,-0.606448,-0.880384,1.362954,-0.064337,-0.012412,1.683192,-2.474625,-0.358741,-0.796635,0.602323,-0.618047,-0.608774,0.629136,0.724319,-0.748624,-0.662486,0.636362,0.752769,-0.705004,0.119305,0.070065,-0.168836,-0.185820,-0.198848,-0.227393,0.162187,0.087173,0.130929,0.057873,0.157109,0.177021
48.000000,0.117011,0.157002,-0.061650,0.456604,0.989947,-0.466114,-0.036490,0.089266,-0.937490,0.150000,0.000000,0.000000,0.048472,0.067065,-0.037526,-0.051505,0.134846,-0.022857,0.009408,0.103414,0.052028,-0.149510,0.016212,0.017671,-0.082598,-2.604011,4.428613,-4.346255,-1.339650,2.381756,0.353306,-1.259961,-2.184515,1.050214,1.610203,-4.425241,0.641639,-0.612603,0.604549,-0.640556,-0.761980,0.694447,-0.669563,-0.739460,0.633858,0.720123,-0.111537,-0.715574,0.003712,0.366147,-0.131940,-0.160628,-0.294043,-0.209954,0.147095,0.012932,-0.035529,0.098535,0.391752,0.141502
49.000000,0.124731,0.046482,-0.030711,-0.282794,0.271448,-0.847967,0.036599,-0.035153,-0.960211,0.150000,0.000000,0.000000,0.072869,-0.009108,-0.023089,-0.056000,0.151695,0.039764,0.066571,0.002170,-0.003293,-0.098271,0.027905,-0.073334,0.114769,-0.619376,1.301211,-1.055681,-3.533351,0.416118,0.041378,-4.544775,2.572309,-0.258876,-0.245513,-0.848634,-0.009736,0.625043,-0.655805,0.660655,-0.627863,-0.761221,0.668573,0.740035,0.648446,-0.748553,0.762675,0.611285,0.002896,0.148719,-0.159713,-0.079316,-0.179188,0.042202,-0.066641,0.201241,-0.083022,0.037754,0.339594,-0.023280
50.000000,0.047021,0.057801,-0.049144,0.212571,-0.017470,0.513377,0.034699,0.056438,-1.026407,0.150000,0.000000,0.000000,0.058319,0.051364,0.029918,-0.077675,0.107674,-0.004434,0.014984,0.000229,0.101955,-0.117014,0.065759,-0.139573,1.649584,1.525533,1.838871,-0.037224,-3.907799,0.323800,0.198205,-2.181975,-2.063141,1.599012,0.957854,0.415542,-0.032865,-0.688335,0.798584,0.742794,-0.703542,0.663131,0.762882,-0.634613,-0.689407,0.658371,-0.631560,0.291605,0.210496,0.025186,-0.418500,-0.071084,0.116018,0.043033,-0.011217,0.197881,0.160735,-0.040877,0.291855,0.088333
51.000000,0.155452,0.006727,-0.079464,-0.275708,-0.568106,0.572056,0.012906,0.006449,-0.957440,0.150000,0.000000,0.000000,0.084818,0.040590,0.035918,-0.072071,-0.000093,0.072586,0.083447,-0.057897,0.002088,-0.118453,0.037913,-0.120376,-1.586549,-0.590833,0.338307,3.301710,0.902629,2.160647,2.954751,-3.075653,-3.745384,-0.475116,0.520884,-1.656743,-0.790265,0.033636,-0.670479,0.725453,0.605955,-0.746775,-0.636776,0.782517,-0.525628,-0.483931,-0.617314,0.635132,0.181454,-0.169907,-0.349755,0.067279,0.113869,0.167619,0.049637,0.274315,0.063781,-0.136655,0.181760,-0.016971
52.000000,0.044589,0.086842,-0.106098,0.971561,0.307794,0.391110,-0.006572,0.048243,-0.930745,0.150000,0.000000,0.000000,0.016480,0.035334,0.063809,-0.030474,0.068962,0.117847,0.151882,-0.102022,0.025303,-0.033409,0.073848,-0.042947,-0.982788,-0.668761,-1.874837,3.136401,0.488512,0.577258,0.077556,0.911145,0.090686,0.884197,0.136696,1.165712,0.681325,0.720193,-0.750274,-0.305473,0.005433,-0.601516,-0.689364,0.655864,0.647844,-0.785137,0.625401,0.249520,0.167570,-0.237741,-0.166409,0.098291,0.141350,0.069886,0.003436,0.318976,0.059609,-0.063081,0.067922,-0.012485
53.000000,0.140144,-0.034184,0.155767,0.412330,-0.757413,0.130096,0.120867,-0.049284,-0.953454,0.150000,0.000000,0.000000,0.022004,0.013413,0.008802,-0.016855,0.032653,0.107619,0.169607,-0.066996,-0.008381,-0.088450,0.033250,-0.026540,-0.257777,2.623954,-2.480366,1.537096,2.373985,-0.994768,-1.768834,1.373330,1.828620,-2.051898,-1.150172,3.075578,0.572825,-0.631234,-0.680444,0.745963,0.784928,-0.683160,-0.742675,0.560160,-0.154345,0.786399,-0.659140,0.623091,0.167193,-0.219221,-0.142097,0.046038,0.245946,0.013354,-0.043017,0.469043,0.186671,0.002223,0.135000,0.044013
54.000000,0.095294,-0.063036,0.082104,-0.211842,-0.978886,-0.392570,-0.094131,0.048728,-1.056092,0.150000,0.000000,0.000000,-0.017615,0.081941,-0.077009,-0.005422,0.119015,-0.038723,0.139420,-0.038529,0.015326,-0.168081,-0.040353,0.009970,0.862811,2.529407,1.017058,1.336184,0.242448,-5.295636,-1.495607,2.032960,1.837004,-0.429360,1.053847,1.936937,-0.397671,-0.165107,0.616751,-0.573091,-0.221159,0.480085,-0.711856,-0.364691,-0.006402,0.623432,0.199591,-0.729080,0.035785,-0.061892,0.237157,0.020481,0.103834,-0.339216,0.087309,0.304203,0.087768,0.116421,0.142058,0.204570
55.000000,0.185591,0.059724,0.099163,1.069085,-0.116626,-0.921664,0.014690,0.088810,-1.046364,0.150000,0.000000,0.000000,-0.023783,0.055138,-0.009322,0.069662,0.156463,-0.019156,0.078380,0.080496,0.036371,-0.113893,-0.022002,0.017994,-1.733052,0.180537,-0.821219,-0.834153,1.186163,-3.597785,-0.897571,1.622650,1.877657,1.236169,2.234284,-0.721625,0.100447,-0.080784,0.607154,-0.640882,0.798851,0.184952,0.680616,0.681270,0.749332,-0.327275,0.525732,0.173639,-0.030145,-0.011853,0.117909,-0.191175,-0.118165,-0.394749,0.157998,0.055222,0.076366,0.076344,0.049328,0.174250
56.000000,0.156974,-0.137756,0.005017,-1.329684,0.018813,-0.429042,-0.076426,0.048447,-1.090783,0.150000,0.000000,0.000000,-0.012159,0.041771,-0.045095,-0.025963,0.163226,-0.095427,0.119448,0.092709,0.041423,-0.120976,0.009806,0.035623,-1.521389,0.655550,0.005655,-0.748682,2.794203,-0.752226,-1.882299,2.191257,-1.118237,3.563691,0.677854,-1.112960,0.692995,-0.626556,0.624091,-0.031527,-0.621031,0.794031,-0.027225,-0.794977,-0.780311,0.745933,0.704044,-0.704723,0.034697,0.013056,-0.056802,-0.153313,-0.185451,-0.326125,0.206295,0.070203,0.069725,0.035431,0.268603,0.238338
57.000000,0.173662,-0.023198,-0.005492,-1.135864,0.724920,-0.449276,0.069518,-0.059883,-0.914007,0.150000,0.000000,0.000000,0.069404,0.071714,-0.018018,0.010134,0.211755,-0.060855,0.032181,0.099839,0.042528,-0.043428,0.067584,-0.083172,2.613201,-3.199615,0.879356,-2.301953,-0.907785,-0.230357,1.014212,-0.479828,-0.717226,1.901391,1.396756,-5.653438,0.519492,-0.531735,-0.665157,-0.624932,-0.603193,-0.131999,-0.618994,-0.619839,0.111367,-0.662571,-0.627852,-0.784394,-0.134058,0.297534,0.030862,-0.085749,-0.341802,-0.166239,0.212363,-0.002837,-0.117743,-0.015830,0.320472,0.082921
58.000000,0.125320,-0.083684,0.078743,0.845921,0.314487,-0.091887,0.073607,0.070149,-1.082537,0.150000,0.000000,0.000000,0.042480,0.018366,-0.010736,-0.004852,0.085845,-0.074577,0.020035,0.013399,0.024726,-0.037511,0.100541,-0.075827,0.916229,-0.727010,1.017790,-4.773555,-4.777559,-0.379030,-0.600967,-2.214911,-1.587720,1.264258,1.429967,-0.831463,0.707208,0.694333,-0.617341,0.654916,0.793098,-0.067548,0.786569,-0.781269,-0.001301,-0.742533,0.709089,0.716068,0.067515,0.252469,-0.062076,-0.108942,-0.101373,-0.095936,0.066589,0.041663,0.060988,0.060287,0.386318,0.137036
59.000000,0.210623,-0.011032,0.034817,-0.337727,-0.317025,-0.669949,0.107746,0.049592,-1.024854,0.150000,0.000000,0.000000,0.086011,0.036338,0.039310,-0.078193,0.081207,-0.059949,0.024913,-0.049645,0.046580,0.019541,0.077074,-0.102729,0.512463,0.076614,-1.690186,-0.445833,-3.839120,-0.225218,1.864697,-1.652152,0.008933,-1.519467,1.911565,0.233035,-0.193493,-0.798430,-0.739409,0.695715,-0.789792,0.655532,0.772730,-0.734780,-0.737330,0.649642,-0.650893,0.722352,0.161887,0.105054,-0.348347,0.012263,0.042698,0.201123,-0.119960,0.036414,0.132722,0.065154,0.377916,0.046887
60.000000,0.219554,0.015662,-0.082513,-0.107382,-0.273619,-0.226606,-0.089747,-0.085348,-1.092305,0.150000,0.000000,0.000000,0.110378,0.004112,-0.016758,-0.093267,0.012205,0.019779,0.087519,-0.140460,-0.042377,0.033045,0.096416,-0.138755,0.940831,-2.804867,1.608013,1.049694,-1.551188,1.486859,2.324597,-0.597689,-1.927284,0.116246,-0.161481,3.771236,-0.706077,0.620955,0.696434,-0.614139,0.673615,-0.681960,0.713111,0.715802,0.633733,-0.688030,0.630839,0.649891,0.247280,-0.183509,-0.365181,-0.035055,0.044768,0.104141,0.091850,0.143523,0.178033,-0.238112,0.190181,-0.036047
61.000000,0.086912,-0.019603,-0.091748,-1.171595,-0.164618,0.435654,-0.046524,0.003497,-0.990848,0.150000,0.000000,0.000000,0.082203,0.039640,0.049482,-0.078468,0.043749,0.127257,0.170413,-0.065389,-0.053593,0.019908,0.067076,-0.039603,-3.194861,2.378494,0.636060,0.908311,1.424951,-0.670453,0.629465,0.159699,1.171058,-2.440268,-0.180799,2.826574,-0.798617,0.633396,-0.227562,0.763914,0.143033,-0.761543,-0.274507,0.789226,0.707277,-0.681374,-0.798495,0.774615,0.161383,-0.216238,-0.204313,-0.018922,0.083973,0.113496,0.104038,0.232618,0.028886,-0.152804,0.079104,-0.039451
62.000000,0.191481,-0.068600,0.089024,1.921545,0.624592,-1.160165,-0.082652,-0.025805,-0.945423,0.150000,0.000000,0.000000,0.020676,0.046638,-0.000621,-0.012261,-0.008742,0.045782,0.151122,-0.110850,0.054131,-0.060408,0.026190,0.020598,-0.728724,4.138967,0.112407,-0.044138,0.843367,-1.437218,-0.987496,1.293179,1.710719,-4.166639,-1.093710,3.096340,0.710254,0.642690,-0.692078,-0.743159,0.768249,-0.605139,-0.663513,-0.359413,-0.195060,0.513001,-0.797710,-0.671088,0.023123,-0.188402,0.001900,0.038285,0.194329,-0.048655,0.085438,0.340725,0.068064,-0.055292,0.180662,0.037717
63.000000,0.128866,-0.042320,0.060265,0.544298,-0.480828,0.171538,0.065166,0.058267,-1.069400,0.150000,0.000000,0.000000,0.021778,0.051055,-0.059435,-0.063085,0.041437,0.011192,0.137339,0.021960,0.097360,-0.161473,-0.029141,0.057838,1.146071,-0.454312,-3.208061,1.946228,1.792987,-3.185554,-1.914062,2.727644,0.013929,-1.220096,-2.317122,0.254771,0.621093,-0.699168,-0.473099,-0.042851,0.798276,-0.215178,-0.630670,-0.264182,-0.626743,0.680244,0.281568,-0.298190,-0.048939,0.006264,0.258477,-0.044662,0.125140,-0.261585,0.041518,0.113710,0.078174,0.087096,0.178867,0.144810
64.000000,0.108142,-0.043757,0.069157,-0.447360,-0.554643,-0.414111,-0.069234,-0.029070,-0.929503,0.150000,0.000000,0.000000,-0.008203,0.064559,-0.049506,0.014428,0.038883,-0.077055,0.104431,0.019399,0.046006,-0.089457,-0.011605,0.078812,-0.836973,0.002012,0.308906,-0.911133,4.274648,-2.224115,-2.986619,1.426135,1.217838,2.321061,-0.194779,0.317834,-0.057469,-0.699979,0.606942,0.651006,0.776285,0.284271,0.637851,0.670914,0.562932,0.762594,0.647704,-0.780882,0.017750,0.081261,-0.009449,-0.157631,-0.051544,-0.355721,0.075265,0.136877,0.097526,-0.003580,0.114535,0.171355
65.000000,0.115798,-0.153110,0.054776,-1.724506,0.338598,0.650002,-0.013007,-0.052675,-0.913085,0.150000,0.000000,0.000000,0.048874,0.026003,-0.038940,0.016185,0.127071,-0.083452,0.135481,0.071560,-0.000168,-0.114947,0.013392,0.034279,-1.318224,-2.059669,1.246284,-1.765162,0.083992,-2.040103,0.526855,0.291274,-0.863351,5.228615,0.959394,-0.904230,-0.210475,-0.747732,0.620386,-0.616718,-0.672826,0.688324,0.036144,-0.705390,0.024010,0.675756,0.780222,-0.783114,-0.062192,0.120040,0.036169,-0.165641,-0.281852,-0.212319,0.190187,0.000574,-0.063716,0.055344,0.188716,0.145307
66.000000,0.118015,0.012230,0.212115,0.581999,-0.297602,-0.527125,-0.005983,0.101536,-0.988980,0.150000,0.000000,0.000000,0.044580,0.051179,0.041847,-0.031800,0.087131,0.001631,0.065059,0.009066,0.077341,0.044012,0.055578,-0.093295,1.555470,-1.667818,2.415776,-3.236083,-3.422554,3.838895,1.240754,-0.353621,2.134312,4.021072,3.079791,-4.943562,-0.004765,0.632354,-0.796936,-0.643285,-0.669618,0.691391,-0.665677,-0.652956,-0.037444,-0.735326,-0.140986,-0.750787,-0.062202,0.255091,0.068696,-0.063067,-0.296846,-0.172283,0.211635,-0.074208,-0.038320,0.011188,0.385969,0.196522
67.000000,0.175506,0.049263,0.053740,0.064667,-0.111092,-0.721962,-0.037424,0.050181,-1.062102,0.150000,0.000000,0.000000,0.018247,0.037628,0.040214,-0.047014,0.104553,0.002649,0.090341,-0.000668,0.032875,0.068968,0.105430,-0.109149,-1.269993,-0.786574,-1.671979,-2.627660,-2.657295,0.259270,0.756675,-1.050070,0.774809,-0.855599,0.397734,-0.744972,0.787022,-0.781186,0.767025,0.425037,-0.670722,0.340308,0.678042,-0.609007,-0.659737,-0.785144,-0.730381,0.620943,0.124602,0.239452,-0.322352,0.046135,-0.063938,0.319797,-0.128373,0.128663,0.137371,-0.014953,0.364203,0.037952
68.000000,0.103306,0.044487,-0.070735,0.313273,0.086212,0.408882,0.021922,-0.015083,-1.020444,0.150000,0.000000,0.000000,0.017457,0.037093,-0.025968,-0.049587,0.064346,0.046936,0.113045,-0.001820,-0.013742,0.059095,0.081334,-0.073652,1.384542,0.225894,-0.252193,0.058382,-3.591712,0.591306,-0.954392,-1.608721,-1.792277,-1.902332,-1.344078,1.637265,-0.176289,0.122316,-0.693599,0.665551,-0.796969,0.734506,0.618620,0.537850,0.602381,0.713981,0.700374,0.788433,0.264509,-0.031184,-0.462677,0.022204,-0.006839,0.257228,-0.073490,0.119426,0.143664,-0.157969,0.319915,-0.027443
69.000000,0.146211,-0.044854,-0.058795,-0.322802,-0.058446,0.375893,0.093280,0.025831,-1.022048,0.150000,0.000000,0.000000,0.105093,-0.015556,-0.032302,-0.037071,0.040428,0.112899,0.158530,-0.046767,0.043025,0.011636,0.072918,-0.111252,-0.738096,0.169284,-0.859579,1.759550,0.054873,3.281359,4.065085,-1.662675,1.698092,-2.115380,0.752966,2.814715,-0.738546,0.689963,-0.504684,0.612466,0.704580,-0.450624,-0.625447,0.729474,0.710386,-0.655445,-0.641498,0.762714,0.202100,-0.209892,-0.296354,0.035272,0.075536,0.202510,0.030196,0.177736,0.052430,-0.224939,0.119865,-0.088054
