global_step,loop,csv_step,time,playback_hz,hw_scale,sim_action_0,cmd_pos_0,real_pos_0,sim_action_1,cmd_pos_1,real_pos_1,sim_action_2,cmd_pos_2,real_pos_2,sim_action_3,cmd_pos_3,real_pos_3,sim_action_4,cmd_pos_4,real_pos_4,sim_action_5,cmd_pos_5,real_pos_5,sim_action_6,cmd_pos_6,real_pos_6,sim_action_7,cmd_pos_7,real_pos_7,sim_action_8,cmd_pos_8,real_pos_8,sim_action_9,cmd_pos_9,real_pos_9,sim_action_10,cmd_pos_10,real_pos_10,sim_action_11,cmd_pos_11,real_pos_11
189,1,69,7.578892946243286,25,0.55,0.211253,0.11618915,0.09710377292913905,-0.33617,0.6001065,0.813958096611901,-0.250573,-1.70781515,-1.8217255756846318,0.048451,0.026648050000000003,-0.017135959928671597,0.199726,0.8948493000000001,0.7911101500403388,0.129365,-1.4988492500000001,-1.5418382301829956,0.02097,0.0115335,0.022847946571562132,0.446772,1.0307246,0.8825019363265874,0.137838,-1.4941891,-1.536126243540105,-0.078118,-0.04296490000000001,-0.06854383971468639,0.06211,0.8191605000000001,0.9567577626841642,-0.050333,-1.5976831500000002,-1.598958096611901
190,1,70,7.618989944458008,25,0.55,0.166915,0.09180325000000002,0.11423973285781065,-0.143797,0.70591165,0.7168543236827619,-0.145348,-1.6499414000000001,-1.793165642470179,0.009437,0.00519035,-0.017135959928671597,0.227939,0.91036645,0.8596539897550252,0.10473,-1.5123985,-1.5304142568972146,-0.119468,-0.06570740000000001,0.028559933214452663,0.268008,0.9324044,0.91106186954104,0.029773,-1.55362485,-1.5418382301829956,0.030877,0.016982350000000004,-0.13137569278648226,0.13554,0.8595470000000001,0.9053498828981494,-0.009612,-1.5752866,-1.6275180298263536
191,1,71,7.659077167510986,25,0.55,0.096594,0.053126700000000006,0.14279966607226333,0.022604,0.7974322,0.6140385641107323,0.021341,-1.55826245,-1.6903498828981496,-0.135958,-0.07477690000000001,0.011423973285781066,0.129471,0.85620905,0.8767899496836968,-0.306073,-1.73834015,-1.5304142568972146,-0.030035,-0.01651925,0.011423973285781066,0.26706,0.931883,0.8425180298263536,0.154723,-1.48490235,-1.536126243540105,0.106735,0.05870425,-0.06283185307179585,0.038232,0.8060276000000001,0.8482300164692441,0.227483,-1.4448843500000002,-1.6046700832547915
192,1,72,7.6991493701934814,25,0.55,0.012717,0.00699435,0.1256637061435917,0.01026,0.790643,0.6483104839680756,0.121135,-1.50337575,-1.6503659763979157,-0.129799,-0.07138945000000001,-0.022847946571562132,-0.049903,0.75755335,0.9281978294697116,-0.410785,-1.79593175,-1.5304142568972146,0.108785,0.05983175000000001,0.05140787978601479,0.013962,0.7926791000000001,1.0367255756846316,0.044712,-1.5454084000000001,-1.5475502168258863,0.067536,0.037144800000000006,-0.03998390650023373,0.007931,0.78936205,0.8539420031121346,0.206266,-1.4565537,-1.610382069897682
193,1,73,7.739314556121826,25,0.55,0.009525,0.00523875,0.09710377292913905,0.020477,0.79626235,0.7911101500403388,-0.042775,-1.59352625,-1.5932461099690105,-0.112024,-0.06161320000000001,-0.08567979964335799,-0.207996,0.6706022,0.8825019363265874,-0.25951,-1.7127305000000002,-1.6903498828981496,0.313421,0.17238155000000002,0.005711986642890533,0.060805,0.81844275,0.9681817359699454,0.040598,-1.5476711,-1.524702270254324,-0.045512,-0.0250316,0.017135959928671597,0.219623,0.9057926500000001,0.8539420031121346,0.215933,-1.4512368500000001,-1.5875341233261198
194,1,74,7.779323101043701,25,0.55,0.058587,0.032222850000000004,0.05140787978601479,0.323866,0.9631263000000001,0.8310940565405726,0.151172,-1.4868554,-1.5646861767545577,-0.153555,-0.08445525000000001,-0.08567979964335799,-0.237187,0.65454715,0.8825019363265874,-0.241001,-1.70255055,-1.7988776291130697,0.172594,0.0949267,0.057119866428905326,-0.078801,0.74165945,0.9453337893983832,0.010383,-1.5642893500000001,-1.5304142568972146,-0.045125,-0.02481875,-0.017135959928671597,0.241349,0.91774195,0.8882139229694779,0.077331,-1.5274679500000001,-1.536126243540105
195,1,75,7.81940221786499,25,0.55,-0.028216,-0.015518800000000003,0.057119866428905326,0.29908,0.9494940000000001,0.8539420031121346,-0.082495,-1.61537225,-1.5818221366832295,-0.065114,-0.0358127,-0.09139178628624853,-0.141398,0.7072311,0.6825824038254187,-0.043045,-1.5936747500000001,-1.7474697493270548,0.0909,0.049995,0.21134350578694971,0.004364,0.7874002,0.8710779630408063,0.036579,-1.54988155,-1.5475502168258863,0.061499,0.03382445,-0.028559933214452663,0.402953,1.00662415,0.8882139229694779,0.244558,-1.4354931,-1.513278296968543
196,1,76,7.859800815582275,25,0.55,0.293155,0.16123525000000002,0.034271919857343194,0.117823,0.84980265,0.9167738561839305,-0.391848,-1.7855164000000001,-1.5189902836114335,-0.003375,-0.00185625,-0.09139178628624853,0.118269,0.85004795,0.6711584305396376,-0.083365,-1.6158507500000001,-1.7417577626841643,-0.032346,-0.017790300000000002,0.21134350578694971,0.014562,0.7930091,0.8710779630408063,0.214627,-1.45195515,-1.5646861767545577,-0.020244,-0.011134200000000002,-0.028559933214452663,0.250493,0.9227711500000001,0.9167738561839305,0.126032,-1.5006824,-1.524702270254324
197,1,77,7.8998401165008545,25,0.55,0.201223,0.11067265000000001,0.022847946571562132,-0.145255,0.70510975,0.9681817359699454,-0.282604,-1.7254322000000002,-1.5932461099690105,0.02216,0.012188000000000001,-0.06854383971468639,0.085548,0.8320514,0.7054303503969808,0.069974,-1.5315143,-1.7017738561839306,0.044477,0.024462350000000004,0.13137569278648226,0.141073,0.86259015,0.7796861767545578,0.088334,-1.5214163,-1.5703981633974484,-0.203506,-0.11192830000000001,-0.022847946571562132,0.138049,0.8609269500000001,0.9738937226128359,-0.069758,-1.6083669,-1.4618704171825283
198,1,78,7.939963340759277,25,0.55,0.191401,0.10527055,0.11995171950070119,-0.27866,0.631737,0.8767899496836968,-0.236968,-1.7003324000000002,-1.6903498828981496,0.103253,0.056789150000000004,-0.05140787978601479,0.110053,0.8455291500000001,0.825382069897682,-0.017525,-1.57963875,-1.6617899496836968,0.04662,0.025641000000000004,0.06854383971468639,0.326902,0.9647961,0.7796861767545578,0.075868,-1.5282726,-1.5304142568972146,-0.085585,-0.04707175,-0.011423973285781066,0.049735,0.81235425,0.9910296825415075,0.008175,-1.56550375,-1.4847183637540904
199,1,79,7.979981899261475,25,0.55,0.144008,0.07920440000000001,0.11423973285781065,-0.222259,0.66275755,0.7225663103256524,-0.157459,-1.65660245,-1.7531817359699455,-0.044337,-0.024385350000000004,-0.05140787978601479,0.292498,0.9458739,0.8825019363265874,0.015407,-1.5615261500000002,-1.6160940565405726,0.104207,0.05731385,0.07425582635757692,0.303812,0.9520966000000001,0.7796861767545578,0.123916,-1.5018462000000001,-1.5304142568972146,0.009048,0.004976400000000001,-0.07996781300046746,0.144309,0.86436995,0.8425180298263536,0.095599,-1.51742055,-1.621806043183463
200,1,80,8.020103931427002,25,0.55,0.054915,0.03020325,0.14279966607226333,-0.032811,0.76695395,0.6711584305396376,0.061612,-1.5361134,-1.7131978294697117,-0.037548,-0.0206514,-0.005711986642890533,0.11735,0.8495425000000001,0.8996378962552589,-0.195443,-1.6774936500000002,-1.6160940565405726,0.040521,0.022286550000000002,0.057119866428905326,0.277805,0.9377927500000001,0.9339098161126022,0.120455,-1.50374975,-1.524702270254324,0.040743,0.022408650000000002,-0.07996781300046746,0.178345,0.88308975,0.813958096611901,0.195618,-1.4624101,-1.610382069897682
201,1,81,8.060172080993652,25,0.55,0.085116,0.0468138,0.09710377292913905,0.098105,0.8389577500000001,0.6540224706109661,-0.071224,-1.6091732,-1.6960618695410399,-0.143272,-0.07879960000000001,-0.017135959928671597,-0.048233,0.7584718500000001,0.9453337893983832,-0.360031,-1.76801705,-1.598958096611901,0.083179,0.04574845,0.06283185307179585,0.092217,0.8357193500000001,0.922485842826821,0.091713,-1.51955785,-1.5304142568972146,0.022435,0.012339250000000001,-0.005711986642890533,0.124698,0.8535839000000001,0.8425180298263536,0.172827,-1.4749451500000001,-1.5875341233261198
202,1,82,8.100259065628052,25,0.55,0.011621,0.00639155,0.09139178628624853,0.227593,0.9101761500000001,0.7739741901116672,-0.027398,-1.5850689,-1.621806043183463,-0.140553,-0.07730415000000002,-0.022847946571562132,-0.312547,0.61309915,0.8710779630408063,-0.295386,-1.7324623000000001,-1.598958096611901,0.208962,0.11492910000000002,0.034271919857343194,0.011576,0.7913668,0.9281978294697116,-0.063654,-1.6050097,-1.513278296968543,-0.019105,-0.010507750000000001,-0.022847946571562132,0.369471,0.98820905,0.8710779630408063,0.186488,-1.4674316,-1.5304142568972146
203,1,83,8.140333890914917,25,0.55,0.019352,0.010643600000000001,0.057119866428905326,0.280499,0.9392744500000001,0.7739741901116672,0.064449,-1.53455305,-1.621806043183463,-0.171325,-0.09422875000000001,-0.07425582635757692,-0.277182,0.6325499,0.7796861767545578,-0.157773,-1.65677515,-1.598958096611901,0.139079,0.07649345,0.045695893143124264,-0.044418,0.7605701,0.9453337893983832,-0.035096,-1.5893028,-1.6046700832547915,-0.0222,-0.012210000000000002,-0.022847946571562132,0.328466,0.9656563,0.8825019363265874,0.136163,-1.49511035,-1.5532622034687766
204,1,84,8.180417537689209,25,0.55,0.056808,0.031244400000000002,0.06283185307179585,0.287919,0.9433554500000001,0.9281978294697116,-0.109067,-1.62998685,-1.5875341233261198,-0.119087,-0.06549785000000001,-0.07996781300046746,-0.064658,0.7494381,0.6940063771111997,-0.094252,-1.6218386,-1.781741669184398,0.05034,0.027687000000000003,0.07996781300046746,-0.078703,0.74171335,0.8939259096123684,0.086346,-1.5225097,-1.5875341233261198,0.117066,0.06438630000000001,-0.028559933214452663,0.365715,0.98614325,0.922485842826821,0.239045,-1.43852525,-1.513278296968543
205,1,85,8.220481395721436,25,0.55,0.210659,0.11586245000000002,0.03998390650023373,0.110441,0.84574255,0.9510457760412737,-0.404294,-1.7923617,-1.5875341233261198,-0.012148,-0.006681400000000001,-0.08567979964335799,0.055411,0.81547605,0.6940063771111997,0.191404,-1.4647278000000001,-1.7417577626841643,-0.052634,-0.0289487,0.09139178628624853,0.205692,0.8981306,0.8653659763979158,0.158353,-1.48290585,-1.610382069897682,0.005261,0.0028935500000000004,-0.011423973285781066,0.41006,1.0105330000000001,0.9567577626841642,0.194825,-1.4628462500000001,-1.501854323682762
206,1,86,8.260565996170044,25,0.55,0.277548,0.15265140000000002,0.034271919857343194,-0.147974,0.7036143,0.9510457760412737,-0.389172,-1.7840446,-1.598958096611901,-0.136281,-0.07495455000000001,-0.09139178628624853,0.051466,0.8133063,0.7625502168258862,0.07735,-1.5274575000000001,-1.6560779630408065,0.100587,0.05532285,0.08567979964335799,0.157974,0.8718857,0.7911101500403388,0.160282,-1.4818449,-1.610382069897682,-0.158503,-0.08717665000000001,0.034271919857343194,0.172281,0.87975455,0.9910296825415075,0.008579,-1.5652815500000001,-1.501854323682762
207,1,87,8.300638198852539,25,0.55,0.197554,0.1086547,0.1256637061435917,-0.270532,0.6362074,0.7911101500403388,-0.26361,-1.7149855,-1.7988776291130697,-0.059996,-0.0329978,-0.09139178628624853,0.250402,0.9227211000000001,0.8596539897550252,0.210598,-1.4541711,-1.598958096611901,0.039082,0.0214951,0.05140787978601479,0.273253,0.93528915,0.8596539897550252,-0.017365,-1.5795507500000001,-1.5875341233261198,-0.112833,-0.062058150000000006,-0.011423973285781066,0.062988,0.8196434,1.0481495489704127,-0.041348,-1.5927414,-1.4447344572538565
208,1,88,8.34077525138855,25,0.55,0.020411,0.01122605,0.13708767942937278,-0.267457,0.63789865,0.751126243540105,-0.091073,-1.62009015,-1.8502855088990846,0.023221,0.01277155,-0.09139178628624853,0.210011,0.9005060500000001,0.8710779630408063,0.108372,-1.5103954000000002,-1.5875341233261198,0.030602,0.0168311,0.08567979964335799,0.338451,0.97114805,0.8882139229694779,0.009864,-1.5645748000000002,-1.536126243540105,-0.092977,-0.051137350000000005,-0.09710377292913905,0.000587,0.78532285,0.9053498828981494,0.029458,-1.5537981,-1.6160940565405726
209,1,89,8.380810976028442,25,0.55,0.011477,0.00631235,0.11995171950070119,-0.041182,0.7623499,0.6597344572538566,0.041189,-1.54734605,-1.7417577626841643,-0.136592,-0.0751256,-0.057119866428905326,0.205644,0.8981042,0.91106186954104,-0.205743,-1.68315865,-1.524702270254324,0.014868,0.0081774,0.06283185307179585,0.327103,0.9649066500000001,0.9510457760412737,0.157786,-1.4832177,-1.5418382301829956,0.035851,0.01971805,-0.08567979964335799,0.05681,0.8162455000000001,0.8196700832547915,0.279327,-1.41637015,-1.6275180298263536
210,1,90,8.420893669128418,25,0.55,0.017041,0.00937255,0.06283185307179585,0.018558,0.7952069,0.6654464438967471,0.124787,-1.50136715,-1.6903498828981496,-0.183565,-0.10096075000000002,-0.017135959928671597,-0.143977,0.70581265,0.9167738561839305,-0.343801,-1.75909055,-1.5646861767545577,0.125931,0.06926205,0.03998390650023373,0.176034,0.8818187000000001,0.9510457760412737,0.057804,-1.5382078000000001,-1.5475502168258863,0.052297,0.028763350000000003,-0.05140787978601479,0.063134,0.8197237,0.8196700832547915,0.247762,-1.4337309,-1.6046700832547915
211,1,91,8.46099328994751,25,0.55,-0.055119,-0.030315450000000004,0.06283185307179585,0.086235,0.83242925,0.7054303503969808,0.026759,-1.55528255,-1.6503659763979157,-0.15841,-0.08712550000000001,-0.08567979964335799,-0.281089,0.63040105,0.9053498828981494,-0.242029,-1.7031159500000002,-1.5646861767545577,0.104837,0.057660350000000006,0.05140787978601479,0.025491,0.79902005,1.0253016023988506,-0.045383,-1.59496065,-1.513278296968543,0.00168,0.0009240000000000001,-0.05140787978601479,0.19055,0.8898025,0.8196700832547915,0.078802,-1.5266589000000002,-1.5589741901116674
212,1,92,8.501119375228882,25,0.55,-0.004807,-0.00264385,0.045695893143124264,0.286907,0.9427988500000001,0.8482300164692441,0.000835,-1.56954075,-1.6503659763979157,-0.13981,-0.0768955,-0.09710377292913905,-0.285751,0.6278369500000001,0.7339902836114335,-0.118251,-1.6350380500000001,-1.7874536558272887,0.083943,0.046168650000000006,0.057119866428905326,0.156851,0.8712680500000001,0.9396218027554927,-0.161454,-1.6587997,-1.5189902836114335,-0.031469,-0.01730795,-0.045695893143124264,0.344664,0.9745652,0.8767899496836968,0.020892,-1.5585094000000002,-1.5304142568972146
213,1,93,8.541165828704834,25,0.55,0.096841,0.053262550000000006,0.045695893143124264,0.267397,0.93206835,0.91106186954104,-0.200604,-1.6803322,-1.5475502168258863,-0.012708,-0.006989400000000001,-0.11995171950070119,-0.091863,0.7344753500000001,0.6540224706109661,0.21193,-1.4534385,-1.7474697493270548,-0.084434,-0.0464387,0.06283185307179585,0.227572,0.9101646000000001,0.8882139229694779,-0.011796,-1.5764878,-1.5818221366832295,0.004086,0.0022473000000000003,-0.028559933214452663,0.316007,0.95880385,0.8825019363265874,0.080395,-1.52578275,-1.524702270254324
214,1,94,8.58122968673706,25,0.55,0.317322,0.17452710000000002,0.011423973285781066,0.03418,0.803799,0.922485842826821,-0.43484,-1.8091620000000002,-1.5475502168258863,0.046437,0.02554035,-0.09710377292913905,0.094007,0.83670385,0.6654464438967471,0.151621,-1.48660845,-1.7131978294697117,-0.162914,-0.08960270000000001,0.06283185307179585,0.152298,0.8687639,0.825382069897682,0.075519,-1.52846455,-1.6446539897550252,-0.011249,-0.006186950000000001,-0.022847946571562132,0.285486,0.9420173000000001,0.9510457760412737,0.018848,-1.5596336,-1.5761101500403387
215,1,95,8.621334552764893,25,0.55,0.230112,0.12656160000000002,0.017135959928671597,-0.225827,0.66079515,0.9281978294697116,-0.26355,-1.7149525,-1.6960618695410399,0.017955,0.00987525,-0.034271919857343194,-0.068306,0.7474317,0.7339902836114335,0.057379,-1.5384415500000002,-1.5875341233261198,-0.117608,-0.0646844,0.017135959928671597,0.351,0.9780500000000001,0.8710779630408063,0.104795,-1.51236275,-1.6446539897550252,-0.143104,-0.0787072,-0.017135959928671597,0.052494,0.8138717,1.0024536558272885,-0.027638,-1.5852009,-1.5761101500403387
216,1,96,8.661395788192749,25,0.55,0.133185,0.07325175,0.13708767942937278,-0.227818,0.6597001,0.8025341233261198,-0.046216,-1.5954188,-1.793165642470179,0.071055,0.03908025,-0.022847946571562132,0.184485,0.8864667500000001,0.7911101500403388,0.017033,-1.56063185,-1.5532622034687766,0.025694,0.014131700000000002,-0.028559933214452663,0.338446,0.9711453000000001,0.9167738561839305,0.067869,-1.53267205,-1.5875341233261198,0.025659,0.014112450000000002,-0.011423973285781066,0.088121,0.83346655,0.9567577626841642,-0.004082,-1.5722451,-1.5703981633974484
217,1,97,8.701543807983398,25,0.55,0.065945,0.03626975,0.14851165271515385,-0.035255,0.76560975,0.728278296968543,0.126392,-1.5004844,-1.7531817359699455,0.030618,0.0168399,0.0,0.1603,0.8731650000000001,0.8425180298263536,-0.282862,-1.7255741,-1.5761101500403387,0.006897,0.0037933500000000005,-0.011423973285781066,0.319421,0.9606815500000001,0.9624697493270548,0.043399,-1.54613055,-1.5589741901116674,0.025348,0.013941400000000001,-0.057119866428905326,0.222257,0.9072413500000001,0.8767899496836968,0.150355,-1.48730475,-1.5932461099690105
218,1,98,8.741634607315063,25,0.55,-0.017049,-0.009376950000000002,0.09139178628624853,-0.015361,0.77655145,0.6711584305396376,0.19866,-1.460737,-1.6732139229694778,-0.071068,-0.03908740000000001,0.0,-0.003408,0.7831256,0.8825019363265874,-0.372176,-1.7746968,-1.5761101500403387,0.088211,0.048516050000000005,-0.005711986642890533,0.095296,0.8374128000000001,0.9681817359699454,-0.00578,-1.573179,-1.5703981633974484,0.042455,0.023350250000000003,-0.017135959928671597,0.063543,0.8199486500000001,0.8825019363265874,0.187608,-1.4668156,-1.6046700832547915
219,1,99,8.78171706199646,25,0.55,-0.043026,-0.023664300000000003,0.08567979964335799,0.022606,0.7974333,0.7339902836114335,0.023006,-1.5573467,-1.5875341233261198,-0.090576,-0.04981680000000001,0.022847946571562132,-0.18569,0.6828705,0.8653659763979158,-0.297875,-1.7338312500000002,-1.5761101500403387,0.276389,0.15201395,-0.011423973285781066,0.060946,0.8185203000000001,0.9796057092557264,-0.014084,-1.5777462,-1.5818221366832295,-0.012934,-0.007113700000000001,-0.05140787978601479,0.121412,0.8517766,0.8996378962552589,0.291432,-1.4097124,-1.4961423370398714
220,1,100,8.821894645690918,25,0.55,-0.058302,-0.0320661,0.017135959928671597,0.117147,0.8494308500000001,0.7911101500403388,0.004473,-1.56753985,-1.536126243540105,-0.051982,-0.028590100000000004,-0.06283185307179585,-0.236757,0.65478365,0.8653659763979158,-0.115779,-1.6336784500000001,-1.7531817359699455,0.115158,0.0633369,0.022847946571562132,0.015117,0.7933143500000001,0.91106186954104,0.011806,-1.5635067,-1.5589741901116674,0.072675,0.03997125000000001,-0.011423973285781066,0.391691,1.00043005,0.9167738561839305,0.150191,-1.48739495,-1.536126243540105
221,1,101,8.862247467041016,25,0.55,0.096865,0.05327575000000001,0.057119866428905326,0.170936,0.8790148,0.8482300164692441,-0.17119,-1.6641545,-1.5703981633974484,-0.019888,-0.010938400000000001,-0.07996781300046746,-0.13049,0.7132305,0.7225663103256524,0.020075,-1.5589587500000002,-1.7646057092557266,-0.033742,-0.0185581,0.13137569278648226,0.022699,0.79748445,0.8653659763979158,0.035057,-1.55071865,-1.5818221366832295,0.108517,0.059684350000000004,0.0,0.438956,1.0264258000000002,0.9053498828981494,0.124049,-1.5017730500000002,-1.513278296968543
222,1,102,8.902313947677612,25,0.55,0.241941,0.13306755,0.057119866428905326,-0.015854,0.7762803,0.8539420031121346,-0.3614,-1.76877,-1.5761101500403387,0.006046,0.0033253000000000002,-0.05140787978601479,0.04943,0.8121865,0.7054303503969808,0.103629,-1.5130040500000002,-1.7303337893983832,-0.00933,-0.005131500000000001,0.13137569278648226,0.058525,0.81718875,0.8482300164692441,0.178672,-1.4717304,-1.5646861767545577,-0.064311,-0.03537105,0.011423973285781066,0.343964,0.9741802,0.9567577626841642,-0.012054,-1.5766297,-1.4790063771111996
223,1,103,8.942315101623535,25,0.55,0.195477,0.10751235000000002,0.028559933214452663,-0.200874,0.6745193,0.8482300164692441,-0.304381,-1.7374095500000002,-1.6732139229694778,0.106689,0.05867895000000001,-0.05140787978601479,0.049856,0.8124208,0.751126243540105,0.021384,-1.5582388,-1.6617899496836968,0.038266,0.021046300000000004,0.022847946571562132,0.215276,0.9034018,0.825382069897682,0.065035,-1.53423075,-1.5818221366832295,-0.111643,-0.06140365000000001,0.022847946571562132,0.123438,0.8528909,0.9796057092557264,-0.028117,-1.58546435,-1.4904303503969807
224,1,104,8.982433557510376,25,0.55,0.148799,0.08183945,0.11423973285781065,-0.244399,0.65058055,0.7968221366832293,-0.205926,-1.6832593,-1.7646057092557266,0.151117,0.08311435,-0.05140787978601479,0.23733,0.9155315,0.751126243540105,0.02115,-1.5583675000000001,-1.5875341233261198,-0.000321,-0.00017655,0.03998390650023373,0.441688,1.0279284,0.8710779630408063,0.087345,-1.52196025,-1.5589741901116674,-0.073517,-0.04043435,-0.017135959928671597,0.112703,0.8469866500000001,0.985317695898617,-0.014786,-1.5781323,-1.5875341233261198
225,1,105,9.022544384002686,25,0.55,0.159716,0.0878438,0.10852774621492012,-0.080902,0.7405039,0.7339902836114335,-0.220377,-1.69120735,-1.7646057092557266,0.011711,0.00644105,0.011423973285781066,0.252503,0.92387665,0.8596539897550252,0.085998,-1.5227011000000001,-1.5932461099690105,-0.017203,-0.00946165,0.034271919857343194,0.312927,0.95710985,0.8710779630408063,0.123648,-1.5019936,-1.5475502168258863,0.024094,0.013251700000000002,-0.045695893143124264,0.019246,0.7955853,0.8996378962552589,0.038618,-1.5487601,-1.5875341233261198
226,1,106,9.062601327896118,25,0.55,0.148695,0.08178225,0.13137569278648226,0.053196,0.8142578,0.6768704171825282,-0.138732,-1.6463026,-1.6903498828981496,-0.167525,-0.09213875,0.011423973285781066,0.097906,0.8388483,0.8825019363265874,-0.32626,-1.749443,-1.5818221366832295,0.009711,0.00534105,0.03998390650023373,0.325634,0.9640987000000001,0.9339098161126022,0.102398,-1.5136811000000001,-1.5475502168258863,0.069994,0.0384967,-0.057119866428905326,0.003578,0.7869679,0.8825019363265874,0.269931,-1.42153795,-1.610382069897682
227,1,107,9.102675437927246,25,0.55,0.097736,0.053754800000000005,0.11995171950070119,0.043178,0.8087479000000001,0.6882943904683092,-0.005765,-1.57317075,-1.6846378962552588,-0.173625,-0.09549375,0.011423973285781066,-0.150458,0.7022481,0.9567577626841642,-0.412382,-1.7968101,-1.5875341233261198,0.119746,0.06586030000000001,0.03998390650023373,0.205203,0.8978616500000001,1.008165642470179,0.054622,-1.5399579,-1.5075663103256525,0.09734,0.053537,-0.028559933214452663,0.19369,0.8915295000000001,0.8767899496836968,0.250446,-1.4322547,-1.5932461099690105
228,1,108,9.1427640914917,25,0.55,0.111961,0.06157855000000001,0.11423973285781065,0.197652,0.8937086000000001,0.8310940565405726,0.059075,-1.53750875,-1.6903498828981496,-0.265632,-0.1460976,-0.11423973285781065,-0.242674,0.6515293,0.9567577626841642,-0.45256,-1.818908,-1.5932461099690105,0.250433,0.13773815000000003,0.028559933214452663,0.001034,0.7855687,1.0253016023988506,-0.082489,-1.6153689500000001,-1.4961423370398714,0.07583,0.0417065,-0.005711986642890533,0.188879,0.88888345,0.8482300164692441,0.204792,-1.4573644000000001,-1.5304142568972146
229,1,109,9.18290638923645,25,0.55,-0.038906,-0.021398300000000002,0.08567979964335799,0.252222,0.9237221,0.8767899496836968,-0.014034,-1.5777187000000001,-1.6389420031121347,-0.074648,-0.04105640000000001,-0.10852774621492012,-0.30772,0.615754,0.9567577626841642,-0.06998,-1.608489,-1.80458961575596,0.037993,0.020896150000000002,0.028559933214452663,0.0383,0.806065,0.9910296825415075,-0.084522,-1.6164871,-1.5189902836114335,0.064098,0.035253900000000005,0.005711986642890533,0.381554,0.9948547000000001,0.8825019363265874,0.035091,-1.55069995,-1.524702270254324
230,1,110,9.222953796386719,25,0.55,0.12501,0.06875550000000001,0.09710377292913905,0.19711,0.8934105,0.8825019363265874,-0.228339,-1.69558645,-1.6332300164692442,-0.060438,-0.033240900000000004,-0.11995171950070119,-0.136211,0.71008395,0.6368865106822944,0.069973,-1.53151485,-1.8103016023988507,-0.058202,-0.0320111,0.11423973285781065,0.169457,0.87820135,0.8539420031121346,-0.000153,-1.57008415,-1.6389420031121347,0.093762,0.05156910000000001,0.011423973285781066,0.417683,1.0147256500000001,0.91106186954104,0.069811,-1.53160395,-1.513278296968543
231,1,111,9.263020277023315,25,0.55,0.255081,0.14029455000000002,0.022847946571562132,0.047984,0.8113912,0.91106186954104,-0.300688,-1.7353784,-1.6275180298263536,0.003535,0.0019442500000000002,-0.08567979964335799,0.063809,0.82009495,0.6368865106822944,0.180227,-1.4708751500000001,-1.707485842826821,-0.084906,-0.0466983,0.11423973285781065,0.247747,0.92126085,0.8539420031121346,0.084821,-1.52334845,-1.6332300164692442,-0.042372,-0.0233046,0.028559933214452663,0.293912,0.9466516,0.91106186954104,-0.075707,-1.61163885,-1.5189902836114335
232,1,112,9.30311131477356,25,0.55,0.287059,0.15788245,0.05140787978601479,-0.217719,0.66525455,0.8653659763979158,-0.276841,-1.7222625500000002,-1.6503659763979157,-0.034479,-0.018963450000000003,-0.05140787978601479,0.006787,0.78873285,0.7054303503969808,0.090533,-1.52020685,-1.707485842826821,-0.029206,-0.016063300000000003,0.034271919857343194,0.241356,0.9177458000000001,0.8882139229694779,0.00967,-1.5646815,-1.6389420031121347,-0.143238,-0.07878090000000001,-0.011423973285781066,0.126173,0.85439515,1.0767094821848655,-0.062838,-1.6045609,-1.5532622034687766
233,1,113,9.343205690383911,25,0.55,0.169588,0.0932734,0.13708767942937278,-0.314488,0.6120316,0.8425180298263536,-0.208103,-1.68445665,-1.7417577626841643,0.059809,0.032894950000000006,-0.045695893143124264,0.194374,0.8919057,0.8196700832547915,0.103123,-1.51328235,-1.5703981633974484,-0.088623,-0.04874265,0.022847946571562132,0.436193,1.02490615,0.8996378962552589,0.007325,-1.56597125,-1.5761101500403387,-0.05221,-0.0287155,0.005711986642890533,0.059239,0.81758145,0.9796057092557264,-0.022515,-1.5823832500000001,-1.598958096611901
234,1,114,9.383310317993164,25,0.55,0.107258,0.05899190000000001,0.14851165271515385,-0.183897,0.6838566500000001,0.6483104839680756,-0.001358,-1.5707469,-1.707485842826821,0.073634,0.040498700000000006,-0.045695893143124264,0.156697,0.87118335,0.8196700832547915,-0.034418,-1.5889299000000001,-1.5589741901116674,-0.157903,-0.08684665,0.017135959928671597,0.345432,0.9749876000000001,0.9396218027554927,0.083229,-1.5242240500000002,-1.5703981633974484,0.072052,0.03962860000000001,-0.06283185307179585,0.015933,0.7937631500000001,0.8825019363265874,0.088109,-1.52154005,-1.6160940565405726
235,1,115,9.423365116119385,25,0.55,0.036063,0.01983465,0.14279966607226333,-0.029192,0.7689444000000001,0.6540224706109661,0.230887,-1.44301215,-1.707485842826821,-0.03434,-0.018887000000000004,0.0,0.121097,0.85160335,0.8425180298263536,-0.332861,-1.75307355,-1.5646861767545577,0.073351,0.040343050000000005,-0.005711986642890533,0.220824,0.9064532000000001,0.9567577626841642,0.016498,-1.5609261,-1.5703981633974484,0.050515,0.027783250000000002,-0.034271919857343194,0.152206,0.8687133,0.8482300164692441,0.240045,-1.43797525,-1.6275180298263536
